Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival,Event Time,Event Time Rounded,Event DateTime,Event Date
Other,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:10:00+00:00,Schiphol,2024-04-13 16:05:00+00:00,2024-04-13 16:02:00+00:00,2024-04-13 14:10:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 17:30:00+00:00,2024-04-13 18:35:00+00:00,Schiphol,2024-04-13 19:45:00+00:00,2024-04-13 20:23:00+00:00,2024-04-13 18:35:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
easyJet,Bristol,2024-04-13 15:55:00+00:00,2024-04-13 16:17:00+00:00,Schiphol,2024-04-13 18:15:00+00:00,2024-04-13 18:12:00+00:00,2024-04-13 16:17:00+00:00,2024-04-13 16:30:00+00:00,2024-04-13 16:30:00,2024-04-13
easyJet,Bristol,2024-04-13 09:35:00+00:00,2024-04-13 10:03:00+00:00,Schiphol,2024-04-13 11:55:00+00:00,2024-04-13 11:57:00+00:00,2024-04-13 10:03:00+00:00,2024-04-13 10:00:00+00:00,2024-04-13 10:00:00,2024-04-13
Other,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:10:00+00:00,Schiphol,2024-04-13 16:05:00+00:00,,2024-04-13 14:10:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 13:45:00+00:00,2024-04-13 14:10:00+00:00,Schiphol,2024-04-13 16:05:00+00:00,2024-04-13 16:02:00+00:00,2024-04-13 14:10:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 09:20:00+00:00,2024-04-13 09:35:00+00:00,Schiphol,2024-04-13 11:35:00+00:00,2024-04-13 11:27:00+00:00,2024-04-13 09:35:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Other,Bristol,2024-04-13 08:25:00+00:00,2024-04-13 08:23:00+00:00,Dublin International,2024-04-13 09:40:00+00:00,2024-04-13 09:20:00+00:00,2024-04-13 08:23:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
Other,Bristol,2024-04-13 13:40:00+00:00,2024-04-13 14:04:00+00:00,Dublin International,2024-04-13 15:00:00+00:00,2024-04-13 15:03:00+00:00,2024-04-13 14:04:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Other,Bristol,2024-04-13 08:25:00+00:00,2024-04-13 08:23:00+00:00,Dublin International,2024-04-13 09:40:00+00:00,2024-04-13 09:20:00+00:00,2024-04-13 08:23:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
Other,Bristol,2024-04-13 13:40:00+00:00,2024-04-13 14:04:00+00:00,Dublin International,2024-04-13 15:00:00+00:00,2024-04-13 15:03:00+00:00,2024-04-13 14:04:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Ryanair,Bristol,2024-04-13 06:15:00+00:00,2024-04-13 06:21:00+00:00,Dublin International,2024-04-13 07:20:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 06:21:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 13:30:00+00:00,2024-04-13 13:47:00+00:00,Dublin International,2024-04-13 14:35:00+00:00,2024-04-13 14:29:00+00:00,2024-04-13 13:47:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
Ryanair,Bristol,2024-04-13 22:10:00+00:00,2024-04-13 22:21:00+00:00,Dublin International,2024-04-13 23:15:00+00:00,2024-04-13 23:04:00+00:00,2024-04-13 22:21:00+00:00,2024-04-13 22:30:00+00:00,2024-04-13 22:30:00,2024-04-13
Other,Bristol,2024-04-13 08:25:00+00:00,2024-04-13 08:23:00+00:00,Dublin International,2024-04-13 09:40:00+00:00,2024-04-13 09:20:00+00:00,2024-04-13 08:23:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 12:15:00+00:00,2024-04-13 12:47:00+00:00,Lawica,2024-04-13 15:25:00+00:00,2024-04-13 15:31:00+00:00,2024-04-13 12:47:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
Ryanair,Bristol,2024-04-13 16:45:00+00:00,2024-04-13 17:21:00+00:00,Copernicus Airport,2024-04-13 19:55:00+00:00,2024-04-13 20:03:00+00:00,2024-04-13 17:21:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 08:00:00+00:00,2024-04-13 08:03:00+00:00,Kaunas,2024-04-13 12:45:00+00:00,2024-04-13 12:23:00+00:00,2024-04-13 08:03:00+00:00,2024-04-13 08:00:00+00:00,2024-04-13 08:00:00,2024-04-13
Other,Bristol,2024-04-13 14:00:00+00:00,2024-04-13 14:55:00+00:00,Fuerteventura,2024-04-13 17:55:00+00:00,2024-04-13 18:33:00+00:00,2024-04-13 14:55:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
easyJet,Bristol,2024-04-13 15:10:00+00:00,2024-04-13 15:37:00+00:00,Fuerteventura,2024-04-13 19:15:00+00:00,2024-04-13 19:15:00+00:00,2024-04-13 15:37:00+00:00,2024-04-13 15:30:00+00:00,2024-04-13 15:30:00,2024-04-13
Other,Bristol,2024-04-13 15:00:00+00:00,2024-04-13 15:11:00+00:00,Fuerteventura,2024-04-13 19:05:00+00:00,2024-04-13 18:44:00+00:00,2024-04-13 15:11:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
Ryanair,Bristol,2024-04-13 15:50:00+00:00,2024-04-13 16:50:00+00:00,Gran Canaria,2024-04-13 20:00:00+00:00,2024-04-13 20:41:00+00:00,2024-04-13 16:50:00+00:00,2024-04-13 17:00:00+00:00,2024-04-13 17:00:00,2024-04-13
Other,Bristol,2024-04-13 15:25:00+00:00,2024-04-13 15:48:00+00:00,Gran Canaria,2024-04-13 19:40:00+00:00,2024-04-13 19:41:00+00:00,2024-04-13 15:48:00+00:00,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00,2024-04-13
easyJet,Bristol,2024-04-13 15:45:00+00:00,2024-04-13 16:07:00+00:00,Gran Canaria,2024-04-13 20:05:00+00:00,2024-04-13 19:58:00+00:00,2024-04-13 16:07:00+00:00,2024-04-13 16:00:00+00:00,2024-04-13 16:00:00,2024-04-13
Other,Bristol,2024-04-13 14:00:00+00:00,2024-04-13 14:23:00+00:00,Lanzarote,2024-04-13 18:00:00+00:00,2024-04-13 17:54:00+00:00,2024-04-13 14:23:00+00:00,2024-04-13 14:30:00+00:00,2024-04-13 14:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:20:00+00:00,2024-04-13 06:38:00+00:00,Lanzarote,2024-04-13 10:20:00+00:00,2024-04-13 10:18:00+00:00,2024-04-13 06:38:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 13:50:00+00:00,2024-04-13 14:21:00+00:00,Sur Reina Sofia,2024-04-13 18:05:00+00:00,2024-04-13 18:12:00+00:00,2024-04-13 14:21:00+00:00,2024-04-13 14:30:00+00:00,2024-04-13 14:30:00,2024-04-13
Other,Bristol,2024-04-13 13:50:00+00:00,2024-04-13 13:55:00+00:00,Sur Reina Sofia,2024-04-13 18:05:00+00:00,2024-04-13 17:51:00+00:00,2024-04-13 13:55:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
easyJet,Bristol,2024-04-13 06:10:00+00:00,2024-04-13 10:07:00+00:00,Sur Reina Sofia,2024-04-13 10:25:00+00:00,,2024-04-13 10:07:00+00:00,2024-04-13 10:00:00+00:00,2024-04-13 10:00:00,2024-04-13
easyJet,Bristol,2024-04-13 17:00:00+00:00,2024-04-13 17:04:00+00:00,Menara,2024-04-13 19:25:00+00:00,2024-04-13 19:06:00+00:00,2024-04-13 17:04:00+00:00,2024-04-13 17:00:00+00:00,2024-04-13 17:00:00,2024-04-13
easyJet,Bristol,2024-04-13 13:30:00+00:00,2024-04-13 14:14:00+00:00,Hurghada,2024-04-13 20:00:00+00:00,2024-04-13 19:58:00+00:00,2024-04-13 14:14:00+00:00,2024-04-13 14:00:00+00:00,2024-04-13 14:00:00,2024-04-13
easyJet,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:44:00+00:00,Sharm el-Sheikh International Airport,2024-04-13 19:45:00+00:00,2024-04-13 19:42:00+00:00,2024-04-13 13:44:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 18:00:00+00:00,2024-04-13 18:37:00+00:00,Rinas Mother Teresa,2024-04-13 22:10:00+00:00,2024-04-13 22:14:00+00:00,2024-04-13 18:37:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
easyJet,Bristol,2024-04-13 07:00:00+00:00,2024-04-13 07:31:00+00:00,Larnaca,2024-04-13 13:35:00+00:00,2024-04-13 13:40:00+00:00,2024-04-13 07:31:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
easyJet,Bristol,2024-04-13 14:40:00+00:00,2024-04-13 14:50:00+00:00,Paphos International Airport,2024-04-13 21:20:00+00:00,2024-04-13 21:01:00+00:00,2024-04-13 14:50:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
Other,Bristol,2024-04-13 13:15:00+00:00,2024-04-13 13:41:00+00:00,Paphos International Airport,2024-04-13 19:45:00+00:00,2024-04-13 19:45:00+00:00,2024-04-13 13:41:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 09:25:00+00:00,2024-04-13 09:44:00+00:00,Alicante El Altet,2024-04-13 12:50:00+00:00,2024-04-13 12:44:00+00:00,2024-04-13 09:44:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 17:30:00+00:00,2024-04-13 18:10:00+00:00,Alicante El Altet,2024-04-13 20:55:00+00:00,2024-04-13 21:15:00+00:00,2024-04-13 18:10:00+00:00,2024-04-13 18:00:00+00:00,2024-04-13 18:00:00,2024-04-13
Other,Bristol,2024-04-13 06:55:00+00:00,2024-04-13 07:19:00+00:00,Alicante El Altet,2024-04-13 10:25:00+00:00,2024-04-13 10:21:00+00:00,2024-04-13 07:19:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:10:00+00:00,2024-04-13 06:23:00+00:00,Alicante El Altet,2024-04-13 09:40:00+00:00,2024-04-13 09:26:00+00:00,2024-04-13 06:23:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
easyJet,Bristol,2024-04-13 13:25:00+00:00,2024-04-13 14:26:00+00:00,Alicante El Altet,2024-04-13 16:50:00+00:00,2024-04-13 17:34:00+00:00,2024-04-13 14:26:00+00:00,2024-04-13 14:30:00+00:00,2024-04-13 14:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 08:15:00+00:00,2024-04-13 08:30:00+00:00,El Prat De Llobregat,2024-04-13 11:25:00+00:00,2024-04-13 11:16:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
easyJet,Bristol,2024-04-13 07:00:00+00:00,2024-04-13 07:09:00+00:00,El Prat De Llobregat,2024-04-13 10:05:00+00:00,2024-04-13 09:47:00+00:00,2024-04-13 07:09:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00,2024-04-13
easyJet,Bristol,2024-04-13 15:05:00+00:00,2024-04-13 15:29:00+00:00,El Prat De Llobregat,2024-04-13 18:10:00+00:00,2024-04-13 18:16:00+00:00,2024-04-13 15:29:00+00:00,2024-04-13 15:30:00+00:00,2024-04-13 15:30:00,2024-04-13
easyJet,Bristol,2024-04-13 19:25:00+00:00,2024-04-13 19:40:00+00:00,Ibiza,2024-04-13 22:55:00+00:00,2024-04-13 22:47:00+00:00,2024-04-13 19:40:00+00:00,2024-04-13 19:30:00+00:00,2024-04-13 19:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 06:55:00+00:00,2024-04-13 07:15:00+00:00,Pablo Ruiz Picasso,2024-04-13 10:35:00+00:00,2024-04-13 10:27:00+00:00,2024-04-13 07:15:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00,2024-04-13
Other,Bristol,2024-04-13 07:30:00+00:00,2024-04-13 07:57:00+00:00,Pablo Ruiz Picasso,2024-04-13 11:10:00+00:00,2024-04-13 11:12:00+00:00,2024-04-13 07:57:00+00:00,2024-04-13 08:00:00+00:00,2024-04-13 08:00:00,2024-04-13
easyJet,Bristol,2024-04-13 06:00:00+00:00,2024-04-13 06:07:00+00:00,Pablo Ruiz Picasso,2024-04-13 09:45:00+00:00,2024-04-13 09:21:00+00:00,2024-04-13 06:07:00+00:00,2024-04-13 06:00:00+00:00,2024-04-13 06:00:00,2024-04-13
easyJet,Bristol,2024-04-13 12:20:00+00:00,2024-04-13 12:21:00+00:00,Pablo Ruiz Picasso,2024-04-13 16:00:00+00:00,2024-04-13 15:39:00+00:00,2024-04-13 12:21:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
easyJet,Bristol,2024-04-13 19:55:00+00:00,2024-04-13 19:59:00+00:00,Pablo Ruiz Picasso,2024-04-13 23:35:00+00:00,2024-04-13 23:17:00+00:00,2024-04-13 19:59:00+00:00,2024-04-13 20:00:00+00:00,2024-04-13 20:00:00,2024-04-13
easyJet,Bristol,2024-04-13 06:15:00+00:00,2024-04-13 06:18:00+00:00,Corvera International,2024-04-13 09:45:00+00:00,,2024-04-13 06:18:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 07:10:00+00:00,2024-04-13 07:17:00+00:00,Son Sant Joan Airport,2024-04-13 10:30:00+00:00,2024-04-13 10:14:00+00:00,2024-04-13 07:17:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 12:40:00+00:00,2024-04-13 12:43:00+00:00,Son Sant Joan Airport,2024-04-13 16:00:00+00:00,2024-04-13 15:39:00+00:00,2024-04-13 12:43:00+00:00,2024-04-13 12:30:00+00:00,2024-04-13 12:30:00,2024-04-13
Other,Bristol,2024-04-13 15:00:00+00:00,2024-04-13 15:09:00+00:00,Son Sant Joan Airport,2024-04-13 18:25:00+00:00,2024-04-13 18:10:00+00:00,2024-04-13 15:09:00+00:00,2024-04-13 15:00:00+00:00,2024-04-13 15:00:00,2024-04-13
easyJet,Bristol,2024-04-13 12:55:00+00:00,2024-04-13 13:15:00+00:00,Son Sant Joan Airport,2024-04-13 16:15:00+00:00,2024-04-13 16:17:00+00:00,2024-04-13 13:15:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
easyJet,Bristol,2024-04-13 20:00:00+00:00,2024-04-13 20:07:00+00:00,Son Sant Joan Airport,2024-04-13 23:20:00+00:00,2024-04-13 23:05:00+00:00,2024-04-13 20:07:00+00:00,2024-04-13 20:00:00+00:00,2024-04-13 20:00:00,2024-04-13
Ryanair,Bristol,2024-04-13 06:30:00+00:00,2024-04-13 06:42:00+00:00,Valencia,2024-04-13 09:45:00+00:00,2024-04-13 09:35:00+00:00,2024-04-13 06:42:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
Other,Bristol,2024-04-13 09:30:00+00:00,2024-04-13 09:31:00+00:00,Chambery,2024-04-13 12:15:00+00:00,,2024-04-13 09:31:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
Other,Bristol,2024-04-13 06:00:00+00:00,2024-04-13 06:12:00+00:00,Chambery,2024-04-13 08:42:00+00:00,,2024-04-13 06:12:00+00:00,2024-04-13 06:00:00+00:00,2024-04-13 06:00:00,2024-04-13
easyJet,Bristol,2024-04-13 07:05:00+00:00,2024-04-13 06:59:00+00:00,Grenoble-isere Airport (St Geoirs),2024-04-13 09:45:00+00:00,2024-04-13 09:24:00+00:00,2024-04-13 06:59:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00,2024-04-13
Other,Bristol,2024-04-13 18:30:00+00:00,2024-04-13 18:39:00+00:00,Cote D'azur International Airport,2024-04-13 21:16:00+00:00,2024-04-13 21:15:00+00:00,2024-04-13 18:39:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
easyJet,Bristol,2024-04-13 07:20:00+00:00,2024-04-13 07:21:00+00:00,Cote D'azur International Airport,2024-04-13 10:25:00+00:00,2024-04-13 10:02:00+00:00,2024-04-13 07:21:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
easyJet,Bristol,2024-04-13 18:25:00+00:00,2024-04-13 19:21:00+00:00,Cote D'azur International Airport,2024-04-13 21:30:00+00:00,2024-04-13 22:06:00+00:00,2024-04-13 19:21:00+00:00,2024-04-13 19:30:00+00:00,2024-04-13 19:30:00,2024-04-13
Ryanair,Bristol,2024-04-13 07:30:00+00:00,2024-04-13 07:33:00+00:00,Beziers Vias,2024-04-13 10:25:00+00:00,,2024-04-13 07:33:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:10:00+00:00,2024-04-13 06:31:00+00:00,Charles De Gaulle,2024-04-13 08:30:00+00:00,2024-04-13 08:34:00+00:00,2024-04-13 06:31:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
easyJet,Bristol,2024-04-13 19:15:00+00:00,2024-04-13 19:24:00+00:00,Charles De Gaulle,2024-04-13 21:35:00+00:00,2024-04-13 21:20:00+00:00,2024-04-13 19:24:00+00:00,2024-04-13 19:30:00+00:00,2024-04-13 19:30:00,2024-04-13
easyJet,Bristol,2024-04-13 16:05:00+00:00,2024-04-13 16:26:00+00:00,Orly,2024-04-13 18:30:00+00:00,2024-04-13 18:31:00+00:00,2024-04-13 16:26:00+00:00,2024-04-13 16:30:00+00:00,2024-04-13 16:30:00,2024-04-13
easyJet,Bristol,2024-04-13 07:00:00+00:00,2024-04-13 07:11:00+00:00,Nikos Kazantzakis Airport,2024-04-13 12:55:00+00:00,2024-04-13 12:53:00+00:00,2024-04-13 07:11:00+00:00,2024-04-13 07:00:00+00:00,2024-04-13 07:00:00,2024-04-13
easyJet,Bristol,2024-04-13 15:20:00+00:00,2024-04-13 15:34:00+00:00,Diagoras,2024-04-13 21:35:00+00:00,2024-04-13 21:11:00+00:00,2024-04-13 15:34:00+00:00,2024-04-13 15:30:00+00:00,2024-04-13 15:30:00,2024-04-13
easyJet,Bristol,2024-04-13 13:20:00+00:00,2024-04-13 13:30:00+00:00,Zakinthos International Airport,2024-04-13 18:55:00+00:00,2024-04-13 18:40:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
easyJet,Bristol,2024-04-13 07:10:00+00:00,2024-04-13 07:23:00+00:00,Marco Polo,2024-04-13 10:20:00+00:00,2024-04-13 10:07:00+00:00,2024-04-13 07:23:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:05:00+00:00,2024-04-13 06:03:00+00:00,Leonardo Da Vinci (Fiumicino),2024-04-13 09:35:00+00:00,2024-04-13 09:08:00+00:00,2024-04-13 06:03:00+00:00,2024-04-13 06:00:00+00:00,2024-04-13 06:00:00,2024-04-13
easyJet,Bristol,2024-04-13 17:30:00+00:00,2024-04-13 19:13:00+00:00,Capodichino,2024-04-13 21:10:00+00:00,,2024-04-13 19:13:00+00:00,2024-04-13 19:00:00+00:00,2024-04-13 19:00:00,2024-04-13
Other,Bristol,2024-04-13 15:30:00+00:00,2024-04-13 15:24:00+00:00,Prague Vaclav Havel Airport,2024-04-13 18:24:00+00:00,2024-04-13 18:04:00+00:00,2024-04-13 15:24:00+00:00,2024-04-13 15:30:00+00:00,2024-04-13 15:30:00,2024-04-13
Other,Bristol,2024-04-13 07:20:00+00:00,2024-04-13 07:25:00+00:00,Innsbruck-kranebitten,2024-04-13 10:20:00+00:00,2024-04-13 10:08:00+00:00,2024-04-13 07:25:00+00:00,2024-04-13 07:30:00+00:00,2024-04-13 07:30:00,2024-04-13
Other,Bristol,2024-04-13 06:10:00+00:00,2024-04-13 06:25:00+00:00,Faro,2024-04-13 08:50:00+00:00,2024-04-13 08:44:00+00:00,2024-04-13 06:25:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
easyJet,Bristol,2024-04-13 12:40:00+00:00,2024-04-13 12:46:00+00:00,Faro,2024-04-13 15:15:00+00:00,2024-04-13 15:04:00+00:00,2024-04-13 12:46:00+00:00,2024-04-13 13:00:00+00:00,2024-04-13 13:00:00,2024-04-13
easyJet,Bristol,2024-04-13 18:55:00+00:00,2024-04-13 18:57:00+00:00,Faro,2024-04-13 21:30:00+00:00,2024-04-13 21:14:00+00:00,2024-04-13 18:57:00+00:00,2024-04-13 19:00:00+00:00,2024-04-13 19:00:00,2024-04-13
easyJet,Bristol,2024-04-13 09:15:00+00:00,2024-04-13 09:22:00+00:00,Faro,2024-04-13 11:50:00+00:00,,2024-04-13 09:22:00+00:00,2024-04-13 09:30:00+00:00,2024-04-13 09:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:25:00+00:00,2024-04-13 06:33:00+00:00,Madeira,2024-04-13 10:10:00+00:00,2024-04-13 09:54:00+00:00,2024-04-13 06:33:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
easyJet,Bristol,2024-04-13 18:20:00+00:00,2024-04-13 18:30:00+00:00,Francisco Sá Carneiro,2024-04-13 20:30:00+00:00,2024-04-13 20:26:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00+00:00,2024-04-13 18:30:00,2024-04-13
easyJet,Bristol,2024-04-13 16:45:00+00:00,2024-04-13 17:07:00+00:00,Lisbon Portela,2024-04-13 19:20:00+00:00,2024-04-13 19:17:00+00:00,2024-04-13 17:07:00+00:00,2024-04-13 17:00:00+00:00,2024-04-13 17:00:00,2024-04-13
Other,Bristol,2024-04-13 08:30:00+00:00,2024-04-13 08:35:00+00:00,Geneve-cointrin,2024-04-13 11:15:00+00:00,2024-04-13 10:58:00+00:00,2024-04-13 08:35:00+00:00,2024-04-13 08:30:00+00:00,2024-04-13 08:30:00,2024-04-13
easyJet,Bristol,2024-04-13 06:20:00+00:00,2024-04-13 06:35:00+00:00,Geneve-cointrin,2024-04-13 09:00:00+00:00,2024-04-13 09:04:00+00:00,2024-04-13 06:35:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
easyJet,Bristol,2024-04-13 10:40:00+00:00,2024-04-13 10:46:00+00:00,Geneve-cointrin,2024-04-13 13:20:00+00:00,2024-04-13 13:11:00+00:00,2024-04-13 10:46:00+00:00,2024-04-13 11:00:00+00:00,2024-04-13 11:00:00,2024-04-13
Other,Bristol,2024-04-13 13:10:00+00:00,2024-04-13 13:37:00+00:00,Antalya,2024-04-13 19:30:00+00:00,2024-04-13 19:25:00+00:00,2024-04-13 13:37:00+00:00,2024-04-13 13:30:00+00:00,2024-04-13 13:30:00,2024-04-13
Other,Bristol,2024-04-13 06:30:00+00:00,2024-04-13 06:44:00+00:00,Antalya,2024-04-13 12:45:00+00:00,2024-04-13 12:29:00+00:00,2024-04-13 06:44:00+00:00,2024-04-13 06:30:00+00:00,2024-04-13 06:30:00,2024-04-13
Other,Bristol,2024-04-13 14:00:00+00:00,2024-04-13 14:38:00+00:00,Antalya,2024-04-13 20:15:00+00:00,2024-04-13 20:20:00+00:00,2024-04-13 14:38:00+00:00,2024-04-13 14:30:00+00:00,2024-04-13 14:30:00,2024-04-13
easyJet,Bristol,2024-04-13 16:20:00+00:00,2024-04-13 17:23:00+00:00,Dalaman,2024-04-13 22:30:00+00:00,2024-04-13 23:19:00+00:00,2024-04-13 17:23:00+00:00,2024-04-13 17:30:00+00:00,2024-04-13 17:30:00,2024-04-13
easyJet,Pablo Ruiz Picasso,2024-04-14 10:40:00+00:00,2024-04-14 10:59:00+00:00,Bristol,2024-04-14 12:25:00+00:00,2024-04-14 12:24:00+00:00,2024-04-14 12:24:00+00:00,2024-04-14 12:30:00+00:00,2024-04-14 12:30:00,2024-04-14
Ryanair,Jasionka,2024-04-14 11:15:00+00:00,2024-04-14 11:07:00+00:00,Bristol,2024-04-14 13:05:00+00:00,2024-04-14 13:01:00+00:00,2024-04-14 13:01:00+00:00,2024-04-14 13:00:00+00:00,2024-04-14 13:00:00,2024-04-14
Ryanair,Liszt Ferenc International,2024-04-14 06:00:00+00:00,2024-04-14 06:03:00+00:00,Bristol,2024-04-14 07:45:00+00:00,2024-04-14 07:49:00+00:00,2024-04-14 07:49:00+00:00,2024-04-14 08:00:00+00:00,2024-04-14 08:00:00,2024-04-14
Ryanair,Bergamo - Orio al Serio,2024-04-14 05:55:00+00:00,2024-04-14 06:05:00+00:00,Bristol,2024-04-14 07:00:00+00:00,2024-04-14 06:58:00+00:00,2024-04-14 06:58:00+00:00,2024-04-14 07:00:00+00:00,2024-04-14 07:00:00,2024-04-14
easyJet,Geneve-cointrin,2024-04-14 10:50:00+00:00,2024-04-14 11:23:00+00:00,Bristol,2024-04-14 11:35:00+00:00,2024-04-14 11:56:00+00:00,2024-04-14 11:56:00+00:00,2024-04-14 12:00:00+00:00,2024-04-14 12:00:00,2024-04-14
Other,Son Sant Joan Airport,2024-04-14 10:25:00+00:00,2024-04-14 11:05:00+00:00,Bristol,2024-04-14 11:55:00+00:00,2024-04-14 12:13:00+00:00,2024-04-14 12:13:00+00:00,2024-04-14 12:00:00+00:00,2024-04-14 12:00:00,2024-04-14
easyJet,Milano Malpensa,2024-04-14 10:20:00+00:00,2024-04-14 10:37:00+00:00,Bristol,2024-04-14 11:20:00+00:00,2024-04-14 11:26:00+00:00,2024-04-14 11:26:00+00:00,2024-04-14 11:30:00+00:00,2024-04-14 11:30:00,2024-04-14
easyJet,Diagoras,2024-04-14 13:40:00+00:00,2024-04-14 13:47:00+00:00,Bristol,2024-04-14 16:05:00+00:00,2024-04-14 16:03:00+00:00,2024-04-14 16:03:00+00:00,2024-04-14 16:00:00+00:00,2024-04-14 16:00:00,2024-04-14
easyJet,Aldergrove International Airport,2024-04-14 09:30:00+00:00,2024-04-14 09:31:00+00:00,Bristol,2024-04-14 10:35:00+00:00,2024-04-14 10:20:00+00:00,2024-04-14 10:20:00+00:00,2024-04-14 10:30:00+00:00,2024-04-14 10:30:00,2024-04-14
Other,Edinburgh,2024-04-14 11:00:00+00:00,2024-04-14 10:55:00+00:00,Bristol,2024-04-14 12:01:00+00:00,2024-04-14 11:49:00+00:00,2024-04-14 11:49:00+00:00,2024-04-14 12:00:00+00:00,2024-04-14 12:00:00,2024-04-14
Other,Schiphol,2024-04-14 12:55:00+00:00,2024-04-14 13:33:00+00:00,Bristol,2024-04-14 13:10:00+00:00,2024-04-14 13:33:00+00:00,2024-04-14 13:33:00+00:00,2024-04-14 13:30:00+00:00,2024-04-14 13:30:00,2024-04-14
