Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival,Event Time,Event Time Rounded,Event DateTime,Event Date
Other,Bristol,2024-04-15 18:30:00+00:00,2024-04-15 19:10:00+00:00,Antalya,2024-04-16 00:55:00+00:00,2024-04-16 00:52:00+00:00,2024-04-15 19:10:00+00:00,2024-04-15 19:00:00+00:00,2024-04-15 19:00:00,2024-04-15
easyJet,Bristol,2024-04-15 17:10:00+00:00,2024-04-15 17:45:00+00:00,Dalaman,2024-04-15 23:20:00+00:00,2024-04-15 23:24:00+00:00,2024-04-15 17:45:00+00:00,2024-04-15 18:00:00+00:00,2024-04-15 18:00:00,2024-04-15
Other,Bristol,2024-04-15 09:00:00+00:00,2024-04-15 09:09:00+00:00,Dalaman,2024-04-15 15:05:00+00:00,2024-04-15 14:55:00+00:00,2024-04-15 09:09:00+00:00,2024-04-15 09:00:00+00:00,2024-04-15 09:00:00,2024-04-15
Ryanair,Alicante El Altet,2024-04-16 10:15:00+00:00,2024-04-16 10:25:00+00:00,Bristol,2024-04-16 11:50:00+00:00,2024-04-16 11:56:00+00:00,2024-04-16 11:56:00+00:00,2024-04-16 12:00:00+00:00,2024-04-16 12:00:00,2024-04-16
Other,Faro,2024-04-16 09:40:00+00:00,2024-04-16 09:46:00+00:00,Bristol,2024-04-16 12:20:00+00:00,2024-04-16 12:16:00+00:00,2024-04-16 12:16:00+00:00,2024-04-16 12:30:00+00:00,2024-04-16 12:30:00,2024-04-16
easyJet,Lanzarote,2024-04-16 11:00:00+00:00,2024-04-16 11:12:00+00:00,Bristol,2024-04-16 14:50:00+00:00,2024-04-16 14:51:00+00:00,2024-04-16 14:51:00+00:00,2024-04-16 15:00:00+00:00,2024-04-16 15:00:00,2024-04-16
Ryanair,Dublin International,2024-04-16 05:55:00+00:00,2024-04-16 05:59:00+00:00,Bristol,2024-04-16 07:00:00+00:00,2024-04-16 06:41:00+00:00,2024-04-16 06:41:00+00:00,2024-04-16 06:30:00+00:00,2024-04-16 06:30:00,2024-04-16
Other,Jersey,2024-04-16 09:10:00+00:00,2024-04-16 09:22:00+00:00,Bristol,2024-04-16 10:10:00+00:00,2024-04-16 10:17:00+00:00,2024-04-16 10:17:00+00:00,2024-04-16 10:30:00+00:00,2024-04-16 10:30:00,2024-04-16
Ryanair,Bergamo - Orio al Serio,2024-04-16 05:55:00+00:00,2024-04-16 06:08:00+00:00,Bristol,2024-04-16 07:00:00+00:00,2024-04-16 07:00:00+00:00,2024-04-16 07:00:00+00:00,2024-04-16 07:00:00+00:00,2024-04-16 07:00:00,2024-04-16
Other,Son Sant Joan Airport,2024-04-16 10:50:00+00:00,2024-04-16 11:02:00+00:00,Bristol,2024-04-16 12:15:00+00:00,2024-04-16 12:20:00+00:00,2024-04-16 12:20:00+00:00,2024-04-16 12:30:00+00:00,2024-04-16 12:30:00,2024-04-16
easyJet,Ioannis Kapodistrias,2024-04-16 00:10:00+00:00,2024-04-16 00:34:00+00:00,Bristol,2024-04-16 01:35:00+00:00,2024-04-16 01:46:00+00:00,2024-04-16 01:46:00+00:00,2024-04-16 02:00:00+00:00,2024-04-16 02:00:00,2024-04-16
Ryanair,Beziers Vias,2024-04-16 10:35:00+00:00,2024-04-16 10:49:00+00:00,Bristol,2024-04-16 11:35:00+00:00,2024-04-16 11:39:00+00:00,2024-04-16 11:39:00+00:00,2024-04-16 11:30:00+00:00,2024-04-16 11:30:00,2024-04-16
easyJet,Dalaman,2024-04-16 00:15:00+00:00,2024-04-16 00:35:00+00:00,Bristol,2024-04-16 02:40:00+00:00,2024-04-16 02:52:00+00:00,2024-04-16 02:52:00+00:00,2024-04-16 03:00:00+00:00,2024-04-16 03:00:00,2024-04-16
easyJet,Capodichino,2024-04-16 10:35:00+00:00,2024-04-16 10:50:00+00:00,Bristol,2024-04-16 12:35:00+00:00,2024-04-16 12:25:00+00:00,2024-04-16 12:25:00+00:00,2024-04-16 12:30:00+00:00,2024-04-16 12:30:00,2024-04-16
easyJet,Faro,2024-04-16 22:10:00+00:00,2024-04-16 22:10:00+00:00,Bristol,2024-04-17 00:45:00+00:00,2024-04-17 00:35:00+00:00,2024-04-17 00:35:00+00:00,2024-04-17 00:30:00+00:00,2024-04-17 00:30:00,2024-04-17
easyJet,Larnaca,2024-04-16 14:30:00+00:00,2024-04-16 14:41:00+00:00,Bristol,2024-04-16 17:45:00+00:00,2024-04-16 17:32:00+00:00,2024-04-16 17:32:00+00:00,2024-04-16 17:30:00+00:00,2024-04-16 17:30:00,2024-04-16
easyJet,Edinburgh,2024-04-16 10:10:00+00:00,2024-04-16 10:39:00+00:00,Bristol,2024-04-16 11:25:00+00:00,2024-04-16 11:27:00+00:00,2024-04-16 11:27:00+00:00,2024-04-16 11:30:00+00:00,2024-04-16 11:30:00,2024-04-16
easyJet,Pablo Ruiz Picasso,2024-04-16 13:25:00+00:00,2024-04-16 14:02:00+00:00,Bristol,2024-04-16 15:10:00+00:00,2024-04-16 15:41:00+00:00,2024-04-16 15:41:00+00:00,2024-04-16 15:30:00+00:00,2024-04-16 15:30:00,2024-04-16
easyJet,Pablo Ruiz Picasso,2024-04-16 10:25:00+00:00,2024-04-16 10:33:00+00:00,Bristol,2024-04-16 12:10:00+00:00,2024-04-16 12:10:00+00:00,2024-04-16 12:10:00+00:00,2024-04-16 12:00:00+00:00,2024-04-16 12:00:00,2024-04-16
Other,Gran Canaria,2024-04-16 13:45:00+00:00,2024-04-16 13:55:00+00:00,Bristol,2024-04-16 17:45:00+00:00,2024-04-16 17:47:00+00:00,2024-04-16 17:47:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
easyJet,Charles De Gaulle,2024-04-16 10:05:00+00:00,2024-04-16 10:21:00+00:00,Bristol,2024-04-16 10:25:00+00:00,2024-04-16 10:18:00+00:00,2024-04-16 10:18:00+00:00,2024-04-16 10:30:00+00:00,2024-04-16 10:30:00,2024-04-16
Other,Schiphol,2024-04-16 22:00:00+00:00,2024-04-16 22:24:00+00:00,Bristol,2024-04-16 22:20:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:00:00+00:00,2024-04-16 22:00:00,2024-04-16
Other,Schiphol,2024-04-16 22:00:00+00:00,2024-04-16 22:24:00+00:00,Bristol,2024-04-16 22:20:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:00:00+00:00,2024-04-16 22:00:00,2024-04-16
easyJet,Inverness,2024-04-16 13:00:00+00:00,2024-04-16 13:26:00+00:00,Bristol,2024-04-16 14:20:00+00:00,2024-04-16 14:27:00+00:00,2024-04-16 14:27:00+00:00,2024-04-16 14:30:00+00:00,2024-04-16 14:30:00,2024-04-16
Other,Schiphol,2024-04-16 22:00:00+00:00,2024-04-16 22:24:00+00:00,Bristol,2024-04-16 22:20:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:00:00+00:00,2024-04-16 22:00:00,2024-04-16
easyJet,Milas,2024-04-16 21:50:00+00:00,2024-04-16 21:53:00+00:00,Bristol,2024-04-17 00:05:00+00:00,2024-04-16 23:45:00+00:00,2024-04-16 23:45:00+00:00,2024-04-17 00:00:00+00:00,2024-04-17 00:00:00,2024-04-16
easyJet,Alicante El Altet,2024-04-16 14:20:00+00:00,2024-04-16 14:29:00+00:00,Bristol,2024-04-16 15:55:00+00:00,2024-04-16 15:59:00+00:00,2024-04-16 15:59:00+00:00,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00,2024-04-16
Other,Dyce,2024-04-16 17:55:00+00:00,2024-04-16 19:19:00+00:00,Bristol,2024-04-16 19:25:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:30:00+00:00,2024-04-16 20:30:00,2024-04-16
easyJet,Aldergrove International Airport,2024-04-16 21:25:00+00:00,2024-04-16 21:35:00+00:00,Bristol,2024-04-16 22:30:00+00:00,2024-04-16 22:18:00+00:00,2024-04-16 22:18:00+00:00,2024-04-16 22:30:00+00:00,2024-04-16 22:30:00,2024-04-16
Other,Sur Reina Sofia,2024-04-16 15:35:00+00:00,2024-04-16 15:44:00+00:00,Bristol,2024-04-16 19:45:00+00:00,2024-04-16 19:41:00+00:00,2024-04-16 19:41:00+00:00,2024-04-16 19:30:00+00:00,2024-04-16 19:30:00,2024-04-16
Other,Schiphol,2024-04-16 16:40:00+00:00,2024-04-16 17:50:00+00:00,Bristol,2024-04-16 16:55:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Dublin International,2024-04-16 14:30:00+00:00,2024-04-16 14:28:00+00:00,Bristol,2024-04-16 15:50:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:30:00+00:00,2024-04-16 15:30:00,2024-04-16
Other,Dublin International,2024-04-16 14:30:00+00:00,2024-04-16 14:28:00+00:00,Bristol,2024-04-16 15:50:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:30:00+00:00,2024-04-16 15:30:00,2024-04-16
Other,Amilcar Cabral International,2024-04-16 14:05:00+00:00,2024-04-16 14:09:00+00:00,Bristol,2024-04-16 21:45:00+00:00,2024-04-16 21:34:00+00:00,2024-04-16 21:34:00+00:00,2024-04-16 21:30:00+00:00,2024-04-16 21:30:00,2024-04-16
easyJet,Faro,2024-04-16 16:05:00+00:00,2024-04-16 16:26:00+00:00,Bristol,2024-04-16 18:45:00+00:00,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00,2024-04-16
easyJet,Schiphol,2024-04-16 19:25:00+00:00,2024-04-16 19:51:00+00:00,Bristol,2024-04-16 19:45:00+00:00,2024-04-16 19:50:00+00:00,2024-04-16 19:50:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
Other,Schiphol,2024-04-16 16:40:00+00:00,2024-04-16 17:50:00+00:00,Bristol,2024-04-16 16:55:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Schiphol,2024-04-16 16:40:00+00:00,2024-04-16 17:50:00+00:00,Bristol,2024-04-16 16:55:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Schiphol,2024-04-16 16:40:00+00:00,2024-04-16 17:50:00+00:00,Bristol,2024-04-16 16:55:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 17:45:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Lanzarote,2024-04-16 14:15:00+00:00,2024-04-16 14:30:00+00:00,Bristol,2024-04-16 18:10:00+00:00,2024-04-16 18:10:00+00:00,2024-04-16 18:10:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
easyJet,Charles De Gaulle,2024-04-16 16:25:00+00:00,2024-04-16 16:43:00+00:00,Bristol,2024-04-16 16:45:00+00:00,2024-04-16 16:40:00+00:00,2024-04-16 16:40:00+00:00,2024-04-16 16:30:00+00:00,2024-04-16 16:30:00,2024-04-16
Ryanair,Pablo Ruiz Picasso,2024-04-16 21:40:00+00:00,2024-04-16 22:04:00+00:00,Bristol,2024-04-16 23:25:00+00:00,2024-04-16 23:34:00+00:00,2024-04-16 23:34:00+00:00,2024-04-16 23:30:00+00:00,2024-04-16 23:30:00,2024-04-16
Ryanair,Sur Reina Sofia,2024-04-16 12:20:00+00:00,2024-04-16 12:19:00+00:00,Bristol,2024-04-16 16:20:00+00:00,2024-04-16 16:14:00+00:00,2024-04-16 16:14:00+00:00,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00,2024-04-16
Ryanair,Liszt Ferenc International,2024-04-16 22:10:00+00:00,2024-04-16 22:15:00+00:00,Bristol,2024-04-16 23:55:00+00:00,2024-04-16 23:40:00+00:00,2024-04-16 23:40:00+00:00,2024-04-16 23:30:00+00:00,2024-04-16 23:30:00,2024-04-16
easyJet,Francisco Sá Carneiro,2024-04-16 21:25:00+00:00,2024-04-16 21:40:00+00:00,Bristol,2024-04-16 23:30:00+00:00,2024-04-16 23:29:00+00:00,2024-04-16 23:29:00+00:00,2024-04-16 23:30:00+00:00,2024-04-16 23:30:00,2024-04-16
easyJet,Geneve-cointrin,2024-04-16 17:10:00+00:00,2024-04-16 17:18:00+00:00,Bristol,2024-04-16 17:55:00+00:00,2024-04-16 17:51:00+00:00,2024-04-16 17:51:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
easyJet,Edinburgh,2024-04-16 12:30:00+00:00,2024-04-16 12:34:00+00:00,Bristol,2024-04-16 13:45:00+00:00,2024-04-16 13:23:00+00:00,2024-04-16 13:23:00+00:00,2024-04-16 13:30:00+00:00,2024-04-16 13:30:00,2024-04-16
easyJet,Leonardo Da Vinci (Fiumicino),2024-04-16 10:20:00+00:00,2024-04-16 10:46:00+00:00,Bristol,2024-04-16 12:15:00+00:00,2024-04-16 12:12:00+00:00,2024-04-16 12:12:00+00:00,2024-04-16 12:00:00+00:00,2024-04-16 12:00:00,2024-04-16
Other,Cork,2024-04-16 18:30:00+00:00,2024-04-16 18:34:00+00:00,Bristol,2024-04-16 19:50:00+00:00,2024-04-16 19:31:00+00:00,2024-04-16 19:31:00+00:00,2024-04-16 19:30:00+00:00,2024-04-16 19:30:00,2024-04-16
easyJet,Pablo Ruiz Picasso,2024-04-16 17:25:00+00:00,2024-04-16 17:35:00+00:00,Bristol,2024-04-16 19:05:00+00:00,2024-04-16 19:12:00+00:00,2024-04-16 19:12:00+00:00,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00,2024-04-16
Ryanair,Dublin International,2024-04-16 17:30:00+00:00,2024-04-16 17:52:00+00:00,Bristol,2024-04-16 18:35:00+00:00,2024-04-16 18:34:00+00:00,2024-04-16 18:34:00+00:00,2024-04-16 18:30:00+00:00,2024-04-16 18:30:00,2024-04-16
Ryanair,Barajas,2024-04-16 18:30:00+00:00,2024-04-16 18:59:00+00:00,Bristol,2024-04-16 19:45:00+00:00,2024-04-16 19:55:00+00:00,2024-04-16 19:55:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
Other,Nikos Kazantzakis Airport,2024-04-16 20:35:00+00:00,2024-04-16 20:38:00+00:00,Bristol,2024-04-16 22:50:00+00:00,2024-04-16 22:33:00+00:00,2024-04-16 22:33:00+00:00,2024-04-16 22:30:00+00:00,2024-04-16 22:30:00,2024-04-16
easyJet,Schiphol,2024-04-16 12:10:00+00:00,2024-04-16 13:08:00+00:00,Bristol,2024-04-16 12:30:00+00:00,2024-04-16 13:06:00+00:00,2024-04-16 13:06:00+00:00,2024-04-16 13:00:00+00:00,2024-04-16 13:00:00,2024-04-16
Other,Dyce,2024-04-16 17:55:00+00:00,2024-04-16 19:19:00+00:00,Bristol,2024-04-16 19:25:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:30:00+00:00,2024-04-16 20:30:00,2024-04-16
Other,Dyce,2024-04-16 17:55:00+00:00,2024-04-16 19:19:00+00:00,Bristol,2024-04-16 19:25:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:18:00+00:00,2024-04-16 20:30:00+00:00,2024-04-16 20:30:00,2024-04-16
easyJet,Glasgow International,2024-04-16 21:40:00+00:00,2024-04-16 21:50:00+00:00,Bristol,2024-04-16 22:50:00+00:00,2024-04-16 22:36:00+00:00,2024-04-16 22:36:00+00:00,2024-04-16 22:30:00+00:00,2024-04-16 22:30:00,2024-04-16
easyJet,El Prat De Llobregat,2024-04-16 22:15:00+00:00,2024-04-16 22:28:00+00:00,Bristol,2024-04-16 23:30:00+00:00,2024-04-16 23:37:00+00:00,2024-04-16 23:37:00+00:00,2024-04-16 23:30:00+00:00,2024-04-16 23:30:00,2024-04-16
easyJet,Son Sant Joan Airport,2024-04-16 10:00:00+00:00,2024-04-16 10:23:00+00:00,Bristol,2024-04-16 11:30:00+00:00,2024-04-16 11:47:00+00:00,2024-04-16 11:47:00+00:00,2024-04-16 12:00:00+00:00,2024-04-16 12:00:00,2024-04-16
easyJet,Orly,2024-04-16 19:15:00+00:00,2024-04-16 19:47:00+00:00,Bristol,2024-04-16 19:35:00+00:00,2024-04-16 19:48:00+00:00,2024-04-16 19:48:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
Ryanair,Alicante El Altet,2024-04-16 19:45:00+00:00,2024-04-16 19:50:00+00:00,Bristol,2024-04-16 21:20:00+00:00,2024-04-16 21:22:00+00:00,2024-04-16 21:22:00+00:00,2024-04-16 21:30:00+00:00,2024-04-16 21:30:00,2024-04-16
easyJet,Sharm el-Sheikh International Airport,2024-04-16 20:25:00+00:00,2024-04-16 21:18:00+00:00,Bristol,2024-04-17 01:20:00+00:00,2024-04-17 01:38:00+00:00,2024-04-17 01:38:00+00:00,2024-04-17 01:30:00+00:00,2024-04-17 01:30:00,2024-04-17
easyJet,Prague Vaclav Havel Airport,2024-04-16 21:55:00+00:00,2024-04-16 22:27:00+00:00,Bristol,2024-04-16 23:00:00+00:00,2024-04-16 23:12:00+00:00,2024-04-16 23:12:00+00:00,2024-04-16 23:00:00+00:00,2024-04-16 23:00:00,2024-04-16
Ryanair,Copernicus Airport,2024-04-16 22:35:00+00:00,2024-04-16 23:24:00+00:00,Bristol,2024-04-16 23:55:00+00:00,2024-04-17 00:22:00+00:00,2024-04-17 00:22:00+00:00,2024-04-17 00:30:00+00:00,2024-04-17 00:30:00,2024-04-17
easyJet,Aldergrove International Airport,2024-04-16 17:45:00+00:00,2024-04-16 17:55:00+00:00,Bristol,2024-04-16 18:50:00+00:00,2024-04-16 18:39:00+00:00,2024-04-16 18:39:00+00:00,2024-04-16 18:30:00+00:00,2024-04-16 18:30:00,2024-04-16
easyJet,Geneve-cointrin,2024-04-16 18:25:00+00:00,2024-04-16 18:42:00+00:00,Bristol,2024-04-16 19:10:00+00:00,2024-04-16 19:14:00+00:00,2024-04-16 19:14:00+00:00,2024-04-16 19:00:00+00:00,2024-04-16 19:00:00,2024-04-16
Ryanair,Dublin International,2024-04-16 19:30:00+00:00,2024-04-16 19:35:00+00:00,Bristol,2024-04-16 20:35:00+00:00,2024-04-16 20:15:00+00:00,2024-04-16 20:15:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
easyJet,Cote D'azur International Airport,2024-04-16 09:45:00+00:00,2024-04-16 09:57:00+00:00,Bristol,2024-04-16 10:55:00+00:00,2024-04-16 10:54:00+00:00,2024-04-16 10:54:00+00:00,2024-04-16 11:00:00+00:00,2024-04-16 11:00:00,2024-04-16
Ryanair,Lawica,2024-04-16 18:40:00+00:00,2024-04-16 18:52:00+00:00,Bristol,2024-04-16 20:00:00+00:00,2024-04-16 19:45:00+00:00,2024-04-16 19:45:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
easyJet,Glasgow International,2024-04-16 08:45:00+00:00,2024-04-16 08:59:00+00:00,Bristol,2024-04-16 10:00:00+00:00,2024-04-16 09:48:00+00:00,2024-04-16 09:48:00+00:00,2024-04-16 10:00:00+00:00,2024-04-16 10:00:00,2024-04-16
easyJet,Edinburgh,2024-04-16 08:45:00+00:00,2024-04-16 08:59:00+00:00,Bristol,2024-04-16 10:00:00+00:00,2024-04-16 09:51:00+00:00,2024-04-16 09:51:00+00:00,2024-04-16 10:00:00+00:00,2024-04-16 10:00:00,2024-04-16
Other,Cork,2024-04-16 18:30:00+00:00,2024-04-16 18:34:00+00:00,Bristol,2024-04-16 19:50:00+00:00,2024-04-16 19:31:00+00:00,2024-04-16 19:31:00+00:00,2024-04-16 19:30:00+00:00,2024-04-16 19:30:00,2024-04-16
easyJet,Glasgow International,2024-04-16 18:15:00+00:00,2024-04-16 18:27:00+00:00,Bristol,2024-04-16 19:25:00+00:00,2024-04-16 19:17:00+00:00,2024-04-16 19:17:00+00:00,2024-04-16 19:30:00+00:00,2024-04-16 19:30:00,2024-04-16
easyJet,Hurghada,2024-04-16 21:05:00+00:00,2024-04-16 22:04:00+00:00,Bristol,2024-04-17 02:05:00+00:00,2024-04-17 02:33:00+00:00,2024-04-17 02:33:00+00:00,2024-04-17 02:30:00+00:00,2024-04-17 02:30:00,2024-04-17
easyJet,Galileo Galilei,2024-04-16 21:40:00+00:00,2024-04-16 21:43:00+00:00,Bristol,2024-04-16 23:00:00+00:00,2024-04-16 22:50:00+00:00,2024-04-16 22:50:00+00:00,2024-04-16 23:00:00+00:00,2024-04-16 23:00:00,2024-04-16
easyJet,Lisbon Portela,2024-04-16 16:50:00+00:00,2024-04-16 17:44:00+00:00,Bristol,2024-04-16 19:25:00+00:00,2024-04-16 19:59:00+00:00,2024-04-16 19:59:00+00:00,2024-04-16 20:00:00+00:00,2024-04-16 20:00:00,2024-04-16
Other,Sur Reina Sofia,2024-04-16 19:25:00+00:00,2024-04-16 19:32:00+00:00,Bristol,2024-04-16 23:35:00+00:00,2024-04-16 23:18:00+00:00,2024-04-16 23:18:00+00:00,2024-04-16 23:30:00+00:00,2024-04-16 23:30:00,2024-04-16
easyJet,Dalaman,2024-04-16 23:10:00+00:00,2024-04-16 23:17:00+00:00,Bristol,2024-04-17 01:35:00+00:00,2024-04-17 01:15:00+00:00,2024-04-17 01:15:00+00:00,2024-04-17 01:00:00+00:00,2024-04-17 01:00:00,2024-04-17
easyJet,Newcastle Airport,2024-04-16 21:55:00+00:00,2024-04-16 22:04:00+00:00,Bristol,2024-04-16 23:00:00+00:00,2024-04-16 22:47:00+00:00,2024-04-16 22:47:00+00:00,2024-04-16 23:00:00+00:00,2024-04-16 23:00:00,2024-04-16
Other,Dublin International,2024-04-16 14:30:00+00:00,2024-04-16 14:28:00+00:00,Bristol,2024-04-16 15:50:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:21:00+00:00,2024-04-16 15:30:00+00:00,2024-04-16 15:30:00,2024-04-16
Other,Schiphol,2024-04-16 22:00:00+00:00,2024-04-16 22:24:00+00:00,Bristol,2024-04-16 22:20:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:15:00+00:00,2024-04-16 22:00:00+00:00,2024-04-16 22:00:00,2024-04-16
Other,Menara,2024-04-16 11:15:00+00:00,2024-04-16 11:25:00+00:00,Bristol,2024-04-16 14:35:00+00:00,2024-04-16 14:44:00+00:00,2024-04-16 14:44:00+00:00,2024-04-16 14:30:00+00:00,2024-04-16 14:30:00,2024-04-16
easyJet,Aldergrove International Airport,2024-04-16 08:40:00+00:00,2024-04-16 08:57:00+00:00,Bristol,2024-04-16 09:45:00+00:00,2024-04-16 09:42:00+00:00,2024-04-16 09:42:00+00:00,2024-04-16 09:30:00+00:00,2024-04-16 09:30:00,2024-04-16
Ryanair,Rinas Mother Teresa,2024-04-16 12:05:00+00:00,2024-04-16 12:06:00+00:00,Bristol,2024-04-16 14:15:00+00:00,2024-04-16 14:03:00+00:00,2024-04-16 14:03:00+00:00,2024-04-16 14:00:00+00:00,2024-04-16 14:00:00,2024-04-16
easyJet,Schiphol,2024-04-16 09:55:00+00:00,2024-04-16 10:22:00+00:00,Bristol,2024-04-16 10:15:00+00:00,2024-04-16 10:21:00+00:00,2024-04-16 10:21:00+00:00,2024-04-16 10:30:00+00:00,2024-04-16 10:30:00,2024-04-16
Other,Dalaman,2024-04-16 13:20:00+00:00,2024-04-16 13:46:00+00:00,Bristol,2024-04-16 15:45:00+00:00,2024-04-16 15:56:00+00:00,2024-04-16 15:56:00+00:00,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00,2024-04-16
Ryanair,Gran Canaria,2024-04-16 10:45:00+00:00,2024-04-16 10:52:00+00:00,Bristol,2024-04-16 14:45:00+00:00,2024-04-16 14:40:00+00:00,2024-04-16 14:40:00+00:00,2024-04-16 14:30:00+00:00,2024-04-16 14:30:00,2024-04-16
easyJet,Sur Reina Sofia,2024-04-16 11:10:00+00:00,2024-04-16 11:25:00+00:00,Bristol,2024-04-16 15:15:00+00:00,2024-04-16 15:17:00+00:00,2024-04-16 15:17:00+00:00,2024-04-16 15:30:00+00:00,2024-04-16 15:30:00,2024-04-16
easyJet,Barajas,2024-04-16 21:40:00+00:00,2024-04-16 21:50:00+00:00,Bristol,2024-04-16 22:55:00+00:00,2024-04-16 22:55:00+00:00,2024-04-16 22:55:00+00:00,2024-04-16 23:00:00+00:00,2024-04-16 23:00:00,2024-04-16
easyJet,Menara,2024-04-16 10:35:00+00:00,2024-04-16 10:46:00+00:00,Bristol,2024-04-16 14:00:00+00:00,2024-04-16 14:06:00+00:00,2024-04-16 14:06:00+00:00,2024-04-16 14:00:00+00:00,2024-04-16 14:00:00,2024-04-16
Ryanair,Girona-Costa Brava,2024-04-16 23:50:00+00:00,2024-04-16 23:45:00+00:00,Bristol,2024-04-17 00:50:00+00:00,2024-04-17 00:40:00+00:00,2024-04-17 00:40:00+00:00,2024-04-17 00:30:00+00:00,2024-04-17 00:30:00,2024-04-17
easyJet,Son Sant Joan Airport,2024-04-16 14:20:00+00:00,2024-04-16 14:22:00+00:00,Bristol,2024-04-16 15:50:00+00:00,2024-04-16 15:48:00+00:00,2024-04-16 15:48:00+00:00,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00,2024-04-16
Ryanair,Son Sant Joan Airport,2024-04-16 15:55:00+00:00,2024-04-16 16:06:00+00:00,Bristol,2024-04-16 17:25:00+00:00,2024-04-16 17:29:00+00:00,2024-04-16 17:29:00+00:00,2024-04-16 17:30:00+00:00,2024-04-16 17:30:00,2024-04-16
easyJet,Diagoras,2024-04-16 14:05:00+00:00,2024-04-16 14:19:00+00:00,Bristol,2024-04-16 16:30:00+00:00,2024-04-16 16:27:00+00:00,2024-04-16 16:27:00+00:00,2024-04-16 16:30:00+00:00,2024-04-16 16:30:00,2024-04-16
Other,Walney Island,2024-04-16 16:10:00+00:00,2024-04-16 16:16:00+00:00,Bristol,2024-04-16 16:55:00+00:00,2024-04-16 16:58:00+00:00,2024-04-16 16:58:00+00:00,2024-04-16 17:00:00+00:00,2024-04-16 17:00:00,2024-04-16
Other,Dublin International,2024-04-16 17:05:00+00:00,2024-04-16 17:19:00+00:00,Bristol,2024-04-16 18:25:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Dublin International,2024-04-16 17:05:00+00:00,2024-04-16 17:19:00+00:00,Bristol,2024-04-16 18:25:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
Other,Dublin International,2024-04-16 17:05:00+00:00,2024-04-16 17:19:00+00:00,Bristol,2024-04-16 18:25:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:13:00+00:00,2024-04-16 18:00:00+00:00,2024-04-16 18:00:00,2024-04-16
easyJet,Bilbao,2024-04-16 14:50:00+00:00,2024-04-16 14:52:00+00:00,Bristol,2024-04-16 15:35:00+00:00,2024-04-16 15:45:00+00:00,2024-04-16 15:45:00+00:00,2024-04-16 16:00:00+00:00,2024-04-16 16:00:00,2024-04-16
